Total Hour, Hour,SW_in,LW_down,Ta,um,q,p,Tk,d,z0,ra,esat(T),e,D,delta,LH,psy_const,LW_up,SM,Cfinal,Rn,gR,gD,gT,gSM,gs,rs,Cinterim,Cactual,Dcanopy,lambdaEl (C=S),lambdaEl (C=Cactual),lambdaET,lambdaE,H,dCdt,Ts
0.5,0.5,0.0,269.13079387712315,12.69684511029523,2.429278260564434,0.002443526019632391,0,285.86684511029523,0.07724057013989283,0.012827828958032148,175.81592578469676,1.4683266562373942,0.39756404049324434,1.0707626157441499,0.0962776721443341,2.471022748694593,66.69953858477751,319.0,10.0,0.0,-49.86920612287685,0.0,0.6930599959727758,0.8727952532987024,0.993251259593809,0.0001,10000.0,0.0,0.0,0.0,-4.687685334943227,0.11360574225332867,-4.799325433247051,-4.685719690993722,-45.183486431883125,-0.11360574225332867,279.49121087791633
1.5,1.5,0.0,271.0083791434097,13.159340491112538,2.393032022619594,0.0020294748768538806,0,286.32934049111253,0.07724057013989283,0.012827828958032148,178.4789348126781,1.5134538395705954,0.33019752015693365,1.1832563194136618,0.09887048583602802,2.469930797100483,66.72902632085884,319.0,4.742784246971705,0.0,-47.991620856590316,0.0,0.6633421247712207,0.8887557542912231,0.993251259593809,0.0001,10000.0,0.0,0.0,0.0,-4.621346286341491,0.12360858380804876,-4.742784246971705,-4.619175663163656,-43.37244519342666,-0.12360858380804876,280.116555622579
2.5,2.5,0.0,265.3830894145385,11.766408901132301,2.329627036827709,0.002357536563381216,0,284.9364089011323,0.07724057013989283,0.012827828958032148,183.33655972304075,1.3811059319616334,0.38357347301314965,0.9975324589484837,0.0912365021003001,2.4732195085844264,66.64029480535362,330.16031350614185,5.908215854712479,0.0,-64.77722409160333,0.0,0.712663884229276,0.837446246475655,0.9885832970254925,0.0001,10000.0,0.0,0.0,0.0,-5.808454894074413,0.10159244781076426,-5.908215854712479,-5.806623406901714,-58.970600684701616,-0.10159244781076426,276.2593994112212
3.5,3.5,0.0,265.0976441601468,11.69513894648815,2.306167636287055,0.0021932738407348766,0,284.8651389464882,0.07724057013989283,0.012827828958032148,185.20154374268165,1.3746166711316676,0.35684776958580305,1.0177689015458646,0.09085980984178696,2.4733877769473414,66.63576116391835,322.6898556266257,5.230948955895277,0.0,-57.59221146647889,0.0,0.7072261644275433,0.834560089100141,0.989839229300638,0.0001,10000.0,0.0,0.0,0.0,-5.1302002205233315,0.10261716168892229,-5.230948955895277,-5.128331794206355,-52.46387967227253,-0.10261716168892229,277.0670093418885
4.5,4.5,0.0,265.21156543289123,11.723589701440986,2.213614467920855,0.0021449197256135657,0,284.893589701441,0.07724057013989283,0.012827828958032148,192.94498322055796,1.3772039456396203,0.34898050841172484,1.0282234372278956,0.09101002504355786,2.473320604714898,66.63757090618525,315.5860707060574,4.582698854871016,0.0,-50.374505273166164,0.0,0.7044230300714662,0.8357152801785409,0.9891272355786515,0.0001,10000.0,0.0,0.0,0.0,-4.485077289331475,0.09950769713621567,-4.582698854871016,-4.483191157734801,-45.89131411543136,-0.09950769713621567,277.7871933162603
5.5,5.5,98.94292650391611,261.0616766418051,10.681224898243343,2.2298279453050136,0.0022647485352766663,0,283.85122489824334,0.07724057013989283,0.012827828958032148,191.54204577490432,1.2851559867081117,0.368476771334403,0.9166792153737087,0.0856426695248862,2.4757816280152474,66.57133056704424,319.0851486238565,0.0,0.0,18.162581425963978,0.3971711697387962,0.7345451957743364,0.7907497853436938,0.9883990615524144,6.840516587970189,0.14618778964129867,0.0,0.0,0.0,1.6449505861606388,0.08945862737796972,1.6448824496407304,1.7343410770187,16.428240348945277,-0.08945862737796972,286.3766855880714
6.5,6.5,301.35921120210173,264.8531205312383,11.634040516629534,2.3044257112457203,0.0022261026557568978,0,284.8040405166295,0.07724057013989283,0.012827828958032148,185.3415383648406,1.3690748861784603,0.36218904945755315,1.0068858367209073,0.09053793428613867,2.4735320303402375,66.63187504701418,341.5162898110929,0.0,0.0,155.3834233457637,0.7213013052566533,0.7101486108022755,0.8320656203673741,0.9816550215888635,12.551732791552054,0.07967027474270726,0.0,0.0,0.0,14.169543758567578,0.10144958653355794,14.169500227658936,14.270949814192495,141.1124735315712,-0.10144958653355794,305.7945805103769
7.5,7.5,496.87832926664043,277.2756261942965,14.685925119656481,2.488462563738112,0.0024931712948481673,0,287.8559251196565,0.07724057013989283,0.012827828958032148,171.63441097871498,1.671167695765439,0.4056413746601842,1.265526321105255,0.10785478536237894,2.466326530792491,66.8265434899484,416.6480506899883,0.0,0.0,243.22388903962133,0.8556070264768257,0.6419129999394806,0.9338462340635472,0.9816550215888635,15.104488834956113,0.0662054844044582,0.0,0.0,0.0,26.370116560181216,0.13725621280978548,26.370063721249398,26.507319934059183,216.71656910556214,-0.13725621280978548,317.7085087581778
8.5,8.5,672.1759755206294,279.831242576854,15.301002303447607,2.671194253029934,0.002143981003194883,0,288.4710023034476,0.07724057013989283,0.012827828958032148,159.89320353070835,1.7386758200532408,0.34882777736868514,1.3898480426845556,0.11166586372550318,2.46487433356156,66.86591479585533,509.9076744615846,0.0,0.0,287.49906926615404,0.924826174148243,0.6100185249491691,0.9487204496615581,0.9816550215888635,15.762371005644612,0.06344223211355025,0.0,0.0,0.0,32.26553650560745,0.16170461572409872,32.2654724769782,32.4271770927023,255.07189217345174,-0.16170461572409872,321.20341746749597
9.5,9.5,815.3059047139755,288.53636638788475,17.36500894135059,3.091049369597625,0.002298907857502239,0,290.5350089413506,0.07724057013989283,0.012827828958032148,138.17501932211843,1.9830083097039912,0.37403452601161835,1.608973783692373,0.12530198022045938,2.460001213889471,66.99837229341435,561.0849558640764,0.0,0.0,355.2369571535695,0.9636180397595431,0.5552321845020192,0.9848095477019464,0.9816550215888635,15.517149767783252,0.06444482491727976,0.0,0.0,0.0,44.72804568664853,0.2161515078157897,44.727945108604786,44.94409661642057,310.29286053714895,-0.2161515078157897,324.94517435217733
10.5,10.5,916.5140484190015,295.69369498004824,19.027323198928393,3.290883037358367,0.0026948602612739637,0,292.1973231989284,0.07724057013989283,0.012827828958032148,129.78455980392937,2.2011418114639754,0.43845636405293426,1.7626854474110412,0.13728723964768802,2.4560764899273297,67.10543333904661,586.9534557875577,0.0,0.0,414.4560564751217,0.9850452483425146,0.517889707388589,0.9983892748825538,0.9816550215888635,14.99938713776547,0.06666939061011361,0.0,0.0,0.0,57.15119193484026,0.2516639861045029,57.15106298691594,57.40272697302044,357.0533295021013,-0.2516639861045029,329.3886403009578
11.5,11.5,968.9032386939596,301.1623699719542,20.277218744483385,3.2794186814697035,0.002670518137046355,0,293.4472187444834,0.07724057013989283,0.012827828958032148,130.23826716092321,2.3787099798668274,0.43449587695995356,1.9442141029068738,0.14692596430334323,2.4531254865442746,67.18615825992453,617.3113881568246,0.0,0.0,429.9064756094785,0.9946793266924668,0.4749456714884874,0.9994999884864568,0.9816550215888635,13.905607486845476,0.07191343498987635,0.0,0.0,0.0,63.44066664619125,0.27624315701691593,63.44051453014138,63.71675768715829,366.1897179223202,-0.27624315701691593,331.7235406365935
12.5,12.5,968.9032386939596,306.7354897278417,21.533593608854883,3.8753851469743967,0.0025851455749109358,0,294.7035936088549,0.07724057013989283,0.012827828958032148,110.20989918981995,2.569695629657963,0.42060567874756705,2.149089950910396,0.15718545474562626,2.4501591854894933,67.2674976166869,643.1611744177775,0.0,0.0,409.6298091044131,0.9946793266924668,0.4279825497954854,0.9927444220396722,0.9816550215888635,12.445912870871316,0.08034766194936345,0.0,0.0,0.0,64.74820205723017,0.3603542357889357,64.74794014675884,65.10829438254777,344.5215147218653,-0.3603542357889357,325.17709773506846
13.5,13.5,916.5140484190015,314.90168678834135,23.343971996674878,4.46956341109693,0.0025964207964757975,0,296.5139719966749,0.07724057013989283,0.012827828958032148,95.55873070496443,2.8684210860477264,0.42244016817258956,2.445980917875137,0.17302923586552296,2.4458848821158505,67.38505085645785,627.2550031806138,0.0,0.0,393.3625008903587,0.9850452483425146,0.36275748857390966,0.9691300020164613,0.9816550215888635,10.198463660152742,0.09805398472979636,0.0,0.0,0.0,68.53529767386608,0.47208472665622375,68.53481499662688,69.0068997232831,324.35560116707563,-0.47208472665622375,321.38978122834726
14.5,14.5,815.3059047139755,312.54902421933116,22.826052683540077,3.651549921518903,0.0023682714644228126,0,295.9960526835401,0.07724057013989283,0.012827828958032148,116.96562159887281,2.7800147517139036,0.3853200517678274,2.394694699946076,0.1683648210329199,2.4471076896141617,67.35137888288224,588.4775434069942,0.0,0.0,351.8570274420981,0.9636180397595431,0.3737854185296014,0.9775591707936306,0.9816550215888635,10.369324814468705,0.09643829447840835,0.0,0.0,0.0,59.618157405524975,0.3778119510609435,59.617846931230176,59.99565888229112,291.861368559807,-0.3778119510609435,323.39414287230204
15.5,15.5,672.1759755206294,313.851171753007,23.11306962286515,4.781854735309562,0.0023336989490540935,0,296.2830696228652,0.07724057013989283,0.012827828958032148,89.3180219833935,2.828708598922256,0.3796950701676435,2.4490135287546124,0.17093642274239654,2.446430042620415,67.37003482588062,581.927210621768,0.0,0.0,249.4994622821236,0.924826174148243,0.3621085246887732,0.9730536346285497,0.9816550215888635,9.596564530370301,0.1042039572427502,0.0,0.0,0.0,43.15436945517877,0.5058238965210636,43.153781507297644,43.65960540381871,205.8398568783049,-0.5058238965210636,311.03857236503404
16.5,16.5,496.87832926664043,304.3749039473812,21.00354305702307,4.00620264531068,0.0025278016775938496,0,294.1735430570231,0.07724057013989283,0.012827828958032148,106.61113383011404,2.4875466965330943,0.4112757713384206,2.076270925194674,0.15278561604295876,2.4514106348423685,67.23315744325147,546.6586228405084,0.0,0.0,140.3125946421859,0.8556070264768257,0.4444919441066013,0.9965569917332822,0.9816550215888635,11.161447593866454,0.08959411327160911,0.0,0.0,0.0,21.797849183553076,0.36010297256075097,21.79754749847957,22.15765047104032,118.15494417114559,-0.36010297256075097,304.28328114939916
17.5,17.5,301.35921120210173,301.016300991639,20.24405604954603,4.593790565105756,0.0024109986489172517,0,293.41405604954605,0.07724057013989283,0.012827828958032148,92.9745926194485,2.3738416767668085,0.39227180590100624,1.9815698708658023,0.1466630263217493,2.4532037836670217,67.18401392812657,482.95870384273616,0.0,0.0,50.10418977452119,0.7213013052566533,0.46626381355353785,0.9995713939695858,0.9816550215888635,9.90016415323045,0.10100842617581217,0.0,0.0,0.0,7.742840981595031,0.3944088778645087,7.742413888618095,8.136822766482604,41.967367008038586,-0.3944088778645087,296.54562119122716
18.5,18.5,98.94292650391611,286.9111021555001,16.983234973123995,3.63231946358631,0.002202182028487658,0,290.15323497312403,0.07724057013989283,0.012827828958032148,117.58486847081394,1.9356716016336275,0.35829714032628773,1.5773744613073397,0.12267842082295952,2.4609025822284543,66.97383243068886,439.15912446379195,9.082375645867318,0.0,-76.06196890027645,0.3971711697387962,0.5630201340111545,0.9797398222043897,0.9816550215888635,6.4519731238419125,0.15499134618287697,0.0,0.0,0.0,-9.082048314078852,0.24911391529212287,-9.082375645867318,-8.833261730575195,-67.22870716970127,-0.24911391529212287,283.8088191351059
19.5,19.5,0.0,278.904946614216,15.078553143225541,3.5097601594073122,0.002243280957156949,0,288.24855314322554,0.07724057013989283,0.012827828958032148,121.69088113470936,1.7139898351466933,0.36498397566605023,1.349005859480643,0.1102745523666589,2.4653995360288445,66.85167039330929,383.01280486349106,11.477963449957931,0.0,-104.10785824927507,0.0,0.6204317205087916,0.9435593819181202,0.992602675976279,0.0001,10000.0,0.0,0.0,0.0,-11.27417450775569,0.20627295853469482,-11.477963449957931,-11.271690491423236,-92.83616775785183,-0.20627295853469482,279.1816143591079
20.5,20.5,0.0,274.0283627743941,13.898220659485103,3.847658285607648,0.002475947558665807,0,287.0682206594851,0.07724057013989283,0.012827828958032148,111.00408993370948,1.588076813570444,0.40283905616877763,1.1852377574016664,0.10313601368150709,2.4681863010229557,66.77618991001972,338.3504297802999,6.631734341184808,0.0,-64.32206700590581,0.0,0.6628229907675286,0.9120349846386021,0.9941784908282758,0.0001,10000.0,0.0,0.0,0.0,-6.434996674198862,0.19892490854505465,-6.631734341184808,-6.432809432639753,-57.88925757326606,-0.19892490854505465,281.9109205576717
21.5,21.5,0.0,276.19628197022314,14.424874646126078,3.507025565728604,0.002078406146473044,0,287.5948746461261,0.07724057013989283,0.012827828958032148,121.78576926941797,1.6432181394554763,0.33815868492455314,1.305059454530923,0.10627103443585843,2.466942870960496,66.80984756904702,333.72312016116666,6.111032024093635,0.0,-57.52683819094352,0.0,0.6317071708763571,0.9269615497722731,0.9905484150514785,0.0001,10000.0,0.0,0.0,0.0,-5.913902299476359,0.1995343028994562,-6.111032024093635,-5.911497721194179,-51.61534046974934,-0.1995343028994562,282.54987914438743
22.5,22.5,0.0,272.6487277091141,13.561435835999358,2.9862392390242243,0.002035323531224657,0,286.7314358359994,0.07724057013989283,0.012827828958032148,143.02464477338182,1.553672233502556,0.33114910186484775,1.222523131637708,0.1011727491136489,2.4689814499912055,66.75468427314635,341.7630976395684,6.990241168559624,0.0,-69.1143699304543,0.0,0.6530820919276197,0.901762758304518,0.9900432304305341,0.0001,10000.0,0.0,0.0,0.0,-6.833188781397612,0.1593020277241613,-6.990241168559624,-6.830939140835463,-62.28343078961884,-0.1593020277241613,279.58204814913773
23.5,23.5,0.0,269.7788904482391,12.856759928793041,3.0955206198304084,0.0021927205314559695,0,286.02675992879307,0.07724057013989283,0.012827828958032148,137.97543574210573,1.4837945875204455,0.35675774563238605,1.1270368418880594,0.09716754948521325,2.4706451898081196,66.70973147027165,336.21131050606505,6.452999098707289,0.0,-66.43242005782594,0.0,0.6781337183568529,0.8784348072732848,0.9908812588375586,0.0001,10000.0,0.0,0.0,0.0,-6.302729980419093,0.15234548297218198,-6.452999098707289,-6.300653615735107,-60.13176644209083,-0.15234548297218198,279.36803339263304
24.5,0.5,0.0,265.69332199518436,11.843802584848534,2.411089447796404,0.0024674783248215264,0,285.0138025848486,0.07724057013989283,0.012827828958032148,177.14224860472254,1.3881832336976825,0.4014611036526342,0.9867221300450483,0.09164706717794732,2.4730367820971724,66.64521868965147,328.60877688260655,5.764204311364322,0.0,-62.915454887422186,0.0,0.7155750967526623,0.8405516271155719,0.9903779631685197,0.0001,10000.0,0.0,0.0,0.0,-5.66201976392272,0.1039971566759759,-5.764204311364322,-5.660207154688346,-57.25524773273384,-0.1039971566759759,276.87383089342495
25.5,1.5,0.0,270.9902069554572,13.154875768886653,2.3352274165732876,0.0020462589950241963,0,286.32487576888667,0.07724057013989283,0.012827828958032148,182.89687905279425,1.513012448403007,0.3329283123737117,1.1800841360292953,0.09884517478186157,2.4699413383096585,66.72874153489506,322.3248276731486,5.072015684568455,0.0,-51.334620717691394,0.0,0.6641735430330585,0.8886067912480092,0.9896918437598979,0.0001,10000.0,0.0,0.0,0.0,-4.953879604631245,0.12029995256953245,-5.072015684568455,-4.951715731998922,-46.38290498569247,-0.12029995256953245,279.5164033387023
26.5,2.5,0.0,265.71515689178,11.849247180343216,2.238834361221276,0.0023051170087528268,0,285.01924718034326,0.07724057013989283,0.012827828958032148,190.77150760576546,1.388682314516983,0.3750447609096239,1.0136375536073592,0.09167600933300821,2.4730239274072097,66.64556510911562,322.6736133887252,5.219864439894436,0.0,-56.95845649694519,0.0,0.7083350317541199,0.8407689610788524,0.9889530506544212,0.0001,10000.0,0.0,0.0,0.0,-5.12252311783065,0.09920087157703836,-5.219864439894436,-5.120663568317397,-51.83779292862779,-0.09920087157703836,277.082446798358
27.5,3.5,0.0,262.49325954707354,11.04220341783844,2.207183468369386,0.0023784680667895777,0,284.21220341783845,0.07724057013989283,0.012827828958032148,193.50716081853824,1.3164012807508754,0.3869790488088509,0.9294222319420244,0.0874700127956123,2.4749293577304834,66.59425516757165,323.1511653308589,5.304041883995991,0.0,-60.65790578378534,0.0,0.7310800628131323,0.8069365780763745,0.9891151769635703,0.0001,10000.0,0.0,0.0,0.0,-5.216000008746304,0.08974778631644506,-5.304041883995991,-5.214294097679546,-55.44361168610579,-0.08974778631644506,275.6015918696688
28.5,4.5,0.0,260.0215370274312,10.418017833014291,2.3048536602262777,0.002301629722466132,0,283.5880178330143,0.07724057013989283,0.012827828958032148,185.3071254544824,1.2627863126709666,0.3744773760668369,0.8883089366041297,0.08433087907520759,2.476403059896253,66.55462506871673,314.1326501323052,4.561604998979255,0.0,-54.11111310487399,0.0,0.7422819190326966,0.7785364792208581,0.989206418060956,0.0001,10000.0,0.0,0.0,0.0,-4.473606727037432,0.08963100883457743,-4.561604998979255,-4.471973990144678,-49.63913911472932,-0.08963100883457743,276.2055459196076
29.5,5.5,98.94292650391611,266.9568321226208,12.158311932977485,2.1916861393803444,0.0023609256664384654,0,285.3283119329775,0.07724057013989283,0.012827828958032148,194.87544256246903,1.4172725446034122,0.38412488334979533,1.0331476612536168,0.09333174155465647,2.47229422552624,66.66523566196337,312.1325487719979,0.0,0.0,31.01033675863833,0.3971711697387962,0.7031041557042621,0.8528630055057614,0.9883745648726437,7.061866002211945,0.14160563223470626,0.0,0.0,0.0,2.9931980597121357,0.0989493238320395,2.993126311079191,3.0920756349112306,27.9182611237271,-0.0989493238320395,289.6947863766415
30.5,6.5,301.35921120210173,269.03431915514886,12.673015731416598,2.293972694349259,0.002220462885974997,0,285.8430157314166,0.07724057013989283,0.012827828958032148,186.1860899311762,1.466033896575822,0.36127145347374545,1.1047624431020764,0.09614566477407803,2.4710790098581255,66.69801997949097,346.4373236554178,0.0,0.0,154.6435881253494,0.7213013052566533,0.684027431025751,0.8719439404481238,0.9816550215888635,12.669484586136099,0.07892980911743443,0.0,0.0,0.0,14.978997858905664,0.11068727554522877,14.978951022654668,15.089638298199896,139.5539498271495,-0.11068727554522877,306.6963165225694
31.5,7.5,496.87832926664043,272.2773912659175,13.470570081256357,2.4859950467857805,0.0022906948243341246,0,286.6405700812564,0.07724057013989283,0.012827828958032148,171.80476965229354,1.5445025468806344,0.3726982575926261,1.1718042892880083,0.10064853280251472,2.4691959840381537,66.74888434772025,427.9805875545761,0.0,0.0,226.89311724665453,0.8556070264768257,0.6663454637440632,0.8988941277714715,0.9816550215888635,15.092544969795943,0.06625787778013958,0.0,0.0,0.0,22.96358584109152,0.12712648722679143,22.96353690640831,23.090663393635104,203.80245385301941,-0.12712648722679143,314.74210672183153
32.5,8.5,672.1759755206294,279.5161695717117,15.225399858622021,2.674098349288928,0.00244533603741131,0,288.39539985862206,0.07724057013989283,0.012827828958032148,159.71955798983456,1.730251204471361,0.39785853213187233,1.3323926723394885,0.111191343919355,2.4650528309337933,66.86107295638917,502.5921212382845,0.0,0.0,294.49954948431184,0.924826174148243,0.6246855840245523,0.9469941438450555,0.9816550215888635,16.11198455538416,0.06206560070626612,0.0,0.0,0.0,32.90100140314258,0.15520071233735447,32.90094121700372,33.056141929341074,261.44340755497075,-0.15520071233735447,321.90901192134817
