Total Hour, Hour,SW_in,LW_down,Ta,um,q,p,Tk,d,z0,ra,esat(T),e,D,delta,LH,psy_const,LW_up,SM,Cfinal,Rn,gR,gD,gT,gSM,gs,rs,Cinterim,Cactual,Dcanopy,lambdaEl (C=S),lambdaEl (C=Cactual),lambdaET,lambdaE,H,dCdt,Ts
66.5,18.5,98.94292650391611,294.2108597905655,18.685427992810574,3.7594745955475357,0.0023422794620276254,0,291.8554279928106,14.644150276223268,1.6067549171330193,15.886212263817471,2.154637596134191,0.38109112790545935,1.7735464682287316,0.1347459436340562,2.456883704508974,67.08338570032465,427.45026258136187,31.713486268459295,0.0,220.30917811424254,0.3971711697387962,0.515285108678145,0.9967248873008959,0.9981252048222231,3.054055266527235,0.32743349832601415,0.0,0.0,0.0,31.75519614235405,2.069428046107075,31.713486268459295,33.78291431456637,186.52626379967617,-2.069428046107075,294.2336138686992
67.5,19.5,0.0,280.6987996248313,15.508845081571225,3.7261586267129028,0.0024467320076731287,0,288.67884508157124,14.644150276223268,1.6067549171330193,16.02825252718345,1.7620220022515374,0.39808565784006533,1.363936344411472,0.11297926678216459,2.4643836167624102,66.87922937377157,412.01874801504516,14.838968484262566,0.0,131.31994839021388,0.0,0.616617666946202,0.9533190504273473,0.9579858168999988,0.0001,10000.0,0.0,0.0,0.0,16.419129967689173,1.5826984846911134,14.838968484262566,16.42166696895368,114.89828142126021,-1.5826984846911134,290.15688155823585
68.5,20.5,0.0,279.46766715232815,15.213755922750888,3.2332063040515204,0.0022521357133047245,0,288.3837559227509,14.644150276223268,1.6067549171330193,18.472007601388682,1.728956870226639,0.36642465303285876,1.3625322171937801,0.11111841305484114,2.465080322266385,66.86032730117562,392.75891333281044,12.591277975292835,0.0,113.29124618048229,0.0,0.6169759961364385,0.946725726548156,0.7728844241659109,0.0001,10000.0,0.0,0.0,0.0,13.961070349587567,1.3723268610070425,12.591277975292835,13.963604836299877,99.32764134418241,-1.3723268610070425,289.8563046157081
69.5,21.5,0.0,270.7066590520543,13.085181821436354,3.241539695610614,0.002470150096201909,0,286.2551818214364,14.644150276223268,1.6067549171330193,18.424519528842982,1.5061370021639058,0.40189580343349385,1.104241198730412,0.09845078562797381,2.4701058857195886,66.7242963644872,381.01217147926354,10.861722587496168,0.0,110.30551242720924,0.0,0.6841655758642615,0.8862685693452949,0.7156436846019654,0.0001,10000.0,0.0,0.0,0.0,11.977191309578622,1.1175269520236444,10.861722587496168,11.979249539519811,98.32626288768942,-1.1175269520236444,287.70913743165187
70.5,22.5,0.0,274.33235656137043,13.972258002205361,3.459172445856794,0.002422984839255018,0,287.1422580022054,14.644150276223268,1.6067549171330193,17.26534665735771,1.5957291765343444,0.3942219706312023,1.2015072059031422,0.10357192661615833,2.468011498856793,66.78091947576517,374.6515148324557,10.392486385904894,0.0,100.31915827108526,0.0,0.6585660595386417,0.9142171467181828,0.6619534451531796,0.0001,10000.0,0.0,0.0,0.0,11.686652028787973,1.296403530140358,10.392486385904894,11.688889916045252,88.63026835504,-1.296403530140358,288.37038367535234
71.5,23.5,0.0,269.96337109596044,12.902226986097729,3.1318871756089495,0.0020105106997727468,0,286.07222698609775,14.644150276223268,1.6067549171330193,19.069592254288366,1.4882184733043886,0.32711203025241475,1.161106443051974,0.09742183451959216,2.470537842085823,66.71263008514262,370.7830411879251,9.824201677835905,0.0,100.81967009196467,0.0,0.6691555172528834,0.8800149026696192,0.6457130271875615,0.0001,10000.0,0.0,0.0,0.0,10.957579669614718,1.1355424535954604,9.824201677835905,10.959744131431366,89.8599259605333,-1.1355424535954604,287.4475126208684
72.5,0.5,0.0,270.6615497283964,13.074089240809876,2.4257701426999523,0.002163855958740475,0,286.2440892408099,14.644150276223268,1.6067549171330193,24.62055673536453,1.5050452308255768,0.35206145180793585,1.152983779017641,0.09838813784512086,2.470132075302448,66.72358891993157,370.1127181794418,9.78696304570348,0.0,99.45116845104542,0.0,0.6712920401404624,0.8858941745346486,0.6249963672722546,0.0001,10000.0,0.0,0.0,0.0,10.658029017040775,0.8732137466209843,9.78696304570348,10.660176792324464,88.79099165872096,-0.8732137466209843,287.9985845800364
73.5,1.5,0.0,269.2539222641866,12.72724867408195,2.3804149381566377,0.0024108894741035106,0,285.897248674082,14.644150276223268,1.6067549171330193,25.08966418751633,1.471256525984054,0.39225404305349726,1.0790024829305567,0.09644632247469508,2.4709509658804922,66.701476251953,369.15407507385385,9.63701288852224,0.0,99.90015280966725,0.0,0.6908669185455548,0.8738773090054249,0.6235973016918388,0.0001,10000.0,0.0,0.0,0.0,10.437195959520631,0.8021936063681473,9.63701288852224,10.439206494890387,89.46094631477686,-0.8021936063681473,287.6986636942147
74.5,2.5,0.0,268.8878222322496,12.636818547570414,2.2952107098494414,0.002017928253494188,0,285.8068185475704,14.644150276223268,1.6067549171330193,26.021058183897715,1.4625571740892314,0.32831887339808974,1.1342383006911416,0.09594543843985243,2.4711644714091863,66.6957133275841,369.79752759196117,9.683939367401763,0.0,100.90970535971155,0.0,0.6762322756201593,0.870645351481057,0.6179106078367547,0.0001,10000.0,0.0,0.0,0.0,10.494977825406918,0.8131519018330668,9.683939367401763,10.49709126923483,90.41261409047672,-0.8131519018330668,287.69498128708403
75.5,3.5,0.0,262.1924706007945,10.96648120389908,2.19146023253813,0.0020006578087643704,0,284.1364812038991,14.644150276223268,1.6067549171330193,27.252975225622002,1.3097922074634825,0.3255089553809555,0.984283252082527,0.08708396181747656,2.4751081378775943,66.58944498148183,369.01746868818105,9.304580786379638,0.0,106.82499808738658,0.0,0.7162324984969372,0.8035950863779155,0.6196994184042259,0.0001,10000.0,0.0,0.0,0.0,9.977656983433658,0.6749129288396777,9.304580786379638,9.979493715219316,96.84550437216726,-0.6749129288396777,286.2547390802605
