Total Hour, Hour,SW_in,LW_down,Ta,um,q,p,ra,e,esat(T),D,Tk,gR,gD,gT,gSM,SM,gs,rs,LW_up,Rn,LH,delta,psy_const,Cinterim,Cactual,Cfinal,Dcanopy,lambdaEi (C=Cactual),lambdaET,lambdaE,H,Ts
0.5,0.5,0.0,269.13079387712315,12.69684511029523,2.429278260564434,0.002443526019632391,0,14.966291390757878,0.39756404049324434,1.4683266562373942,1.0707626157441499,285.86684511029523,0.0,0.6930599959727758,0.8727952532987024,0.9816550215888635,39.99997340477758,0.0001,1000000.0,-350.0,-80.86920612287685,2471022.748694593,0.0962776721443341,0.06669953858477752,0.0,0.0,0.0,0.0,0.0,0.018254833226809566,0.018254833226809566,-80.88746095610365,284.89526001689353
1.5,1.5,0.0,271.0083791434097,13.159340491112538,2.393032022619594,0.0020294748768538806,0,15.192979439130664,0.33019752015693365,1.5134538395705954,1.1832563194136618,286.32934049111253,0.0,0.6633421247712207,0.8887557542912231,0.9816549727999205,39.99994379464788,0.0001,1000000.0,-350.0,-78.99162085659032,2469930.797100483,0.09887048583602802,0.06672902632085885,0.0,0.0,0.0,0.0,0.0,0.020315269788467635,0.020315269788467635,-79.01193612637879,285.3659084242308
2.5,2.5,0.0,265.3830894145385,11.766408901132301,2.329627036827709,0.002357536563381216,0,15.606483674034394,0.38357347301314965,1.3811059319616334,0.9975324589484837,284.9364089011323,0.0,0.712663884229276,0.837446246475655,0.9816549184799767,39.99991946627912,0.0001,1000000.0,-356.0275902798199,-90.64450086528137,2473219.5085844263,0.0912365021003001,0.06664029480535363,0.0,0.0,0.0,0.0,0.0,0.016713721180913903,0.016713721180913903,-90.6612145864623,283.80084379602573
3.5,3.5,0.0,265.0976441601468,11.69513894648815,2.306167636287055,0.0021932738407348766,0,15.765240021916286,0.35684776958580305,1.3746166711316676,1.0177689015458646,284.8651389464882,0.0,0.7072261644275433,0.834560089100141,0.9816548738493316,39.99989452823443,0.0001,1000000.0,-353.3169520375195,-88.21930787737273,2473387.7769473414,0.09085980984178696,0.06663576116391835,0.0,0.0,0.0,0.0,0.0,0.0171337374767244,0.0171337374767244,-88.23644161484945,283.74870247369313
4.5,4.5,0.0,265.21156543289123,11.723589701440986,2.213614467920855,0.0021449197256135657,0,16.424398576952502,0.34898050841172484,1.3772039456396203,1.0282234372278956,284.893589701441,0.0,0.7044230300714662,0.8357152801785409,0.981654828100117,39.99986929108761,0.0001,1000000.0,-349.3026068271674,-84.09104139427615,2473320.604714898,0.09101002504355786,0.06663757090618526,0.0,0.0,0.0,0.0,0.0,0.017338765340261394,0.017338765340261394,-84.1083801596164,283.78488934316897
5.5,5.5,98.94292650391611,261.0616766418051,10.681224898243343,2.2298279453050136,0.0022647485352766663,0,16.30497384042226,0.368476771334403,1.2851559867081117,0.9166792153737087,283.85122489824334,0.3971711697387962,0.7345451957743364,0.7907497853436938,0.9816547818020789,39.924753117525675,3.3969203734524602,294.38429225930014,-349.26332216708516,-1.131870201833891,2475781.628015247,0.0856426695248862,0.06657133056704426,0.0,0.0,0.0,0.0,0.0,51.65867846429288,51.65867846429288,-52.790548666126774,283.1604099518772
6.5,6.5,301.35921120210173,264.8531205312383,11.634040516629534,2.3044257112457203,0.0022261026557568978,0,15.77715703284131,0.36218904945755315,1.3690748861784603,1.0068858367209073,284.8040405166295,0.7213013052566533,0.7101486108022755,0.8320656203673741,0.9815164606853997,39.75642983991173,6.274980555334432,159.3630436272649,-347.81994183937115,182.22928454971668,2473532.0303402375,0.09053793428613867,0.06663187504701418,0.0,0.0,0.0,0.0,0.0,115.65361628609519,115.65361628609519,66.5756682636215,285.6470446922341
7.5,7.5,496.87832926664043,277.2756261942965,14.685925119656481,2.488462563738112,0.0024931712948481673,0,14.61034087739125,0.4056413746601842,1.671167695765439,1.265526321105255,287.8559251196565,0.8556070264768257,0.6419129999394806,0.9338462340635472,0.9812027064946695,39.481592257491286,7.548764585897774,132.47200765382857,-352.4500664888842,362.07848946005583,2466326.530792491,0.10785478536237894,0.06682654348994842,0.0,0.0,0.0,0.0,0.0,188.28867255067198,188.28867255067198,173.78981690938386,289.89376528375533
8.5,8.5,672.1759755206294,279.831242576854,15.301002303447607,2.671194253029934,0.002143981003194883,0,13.610873217326187,0.34882777736868514,1.7386758200532408,1.3898480426845556,288.4710023034476,0.924826174148243,0.6100185249491691,0.9487204496615581,0.9806789214029261,39.148047154926935,7.873348914137352,127.01075627480505,-369.51580963750325,501.8302913975046,2464874.33356156,0.11166586372550318,0.06686591479585535,0.0,0.0,0.0,0.0,0.0,228.37410066556063,228.37410066556063,273.45619073194393,291.45816716235134
9.5,9.5,815.3059047139755,288.53636638788475,17.36500894135059,3.091049369597625,0.002298907857502239,0,11.76211764018947,0.37403452601161835,1.9830083097039912,1.608973783692373,290.5350089413506,0.9636180397595431,0.5552321845020192,0.9848095477019464,0.9800236082166404,38.75634206749658,7.745680901243333,129.10420823551877,-384.5581607974661,621.447401738717,2460001.2138894713,0.12530198022045938,0.06699837229341435,0.0,0.0,0.0,0.0,0.0,267.66527515704314,267.66527515704314,353.7821265816738,293.87470427746894
10.5,10.5,916.5140484190015,295.69369498004824,19.027323198928393,3.290883037358367,0.0026948602612739637,0,11.047881648818857,0.43845636405293426,2.2011418114639754,1.7626854474110412,292.1973231989284,0.9850452483425146,0.517889707388589,0.9983892748825538,0.9792255955382113,38.32964406692209,7.481133127049858,133.6695902903073,-395.22349070002974,707.0025668887398,2456076.4899273296,0.13728723964768802,0.06710543333904662,0.0,0.0,0.0,0.0,0.0,291.1119243083318,291.1119243083318,415.890642580408,295.88492149271855
11.5,11.5,968.9032386939596,301.1623699719542,20.277218744483385,3.2794186814697035,0.002670518137046355,0,11.086503386187605,0.43449587695995356,2.3787099798668274,1.9442141029068738,293.4472187444834,0.9946793266924668,0.4749456714884874,0.9994999884864568,0.9783199718654683,37.88726508453553,6.929182465385783,144.31716944898272,-407.3025288028282,746.4946912198104,2453125.4865442747,0.14692596430334323,0.06718615825992454,0.0,0.0,0.0,0.0,0.0,301.4475434455573,301.4475434455573,445.0471477742531,297.40713552616893
12.5,12.5,968.9032386939596,306.7354897278417,21.533593608854883,3.8753851469743967,0.0025851455749109358,0,9.38159303862372,0.42060567874756705,2.569695629657963,2.149089950910396,294.7035936088549,0.9946793266924668,0.4279825497954854,0.9927444220396722,0.9773393628614622,37.459696710311114,6.195598396552143,161.404909743101,-417.1362867183252,742.234053060201,2450159.1854894934,0.15718545474562626,0.0672674976166869,0.0,0.0,0.0,0.0,0.0,291.0029387585417,291.0029387585417,451.23111430165926,298.1011061737574
13.5,13.5,916.5140484190015,314.90168678834135,23.343971996674878,4.46956341109693,0.0025964207964757975,0,8.134415595620306,0.42244016817258956,2.8684210860477264,2.445980917875137,296.5139719966749,0.9850452483425146,0.36275748857390966,0.9691300020164613,0.9763494537966586,37.07052494745466,5.071671924032341,197.17363721053326,-423.39071122262675,698.0433381744359,2445884.8821158507,0.17302923586552296,0.06738505085645785,0.0,0.0,0.0,0.0,0.0,264.40814758804896,264.40814758804896,433.63519058638695,299.3449488561326
14.5,14.5,815.3059047139755,312.54902421933116,22.826052683540077,3.651549921518903,0.0023682714644228126,0,9.956672398913156,0.3853200517678274,2.7800147517139036,2.394694699946076,295.9960526835401,0.9636180397595431,0.3737854185296014,0.9775591707936306,0.9754108967807626,36.68974671161661,5.151683735046396,194.11129475924514,-428.9362663289503,601.0819540386792,2447107.689614162,0.1683648210329199,0.06735137888288224,0.0,0.0,0.0,0.0,0.0,258.8348191547259,258.8348191547259,342.2471348839533,298.73094028416784
15.5,15.5,672.1759755206294,313.851171753007,23.11306962286515,4.781854735309562,0.0023336989490540935,0,7.603176660381572,0.3796950701676435,2.828708598922256,2.4490135287546124,296.2830696228652,0.924826174148243,0.3621085246887732,0.9730536346285497,0.9744565426916646,36.3514412594946,4.763096448509111,209.94745976916096,-430.7394075281569,474.626622683004,2446430.042620415,0.17093642274239654,0.06737003482588065,0.0,0.0,0.0,0.0,0.0,229.90017268154426,229.90017268154426,244.7264500014597,297.7764190340395
16.5,16.5,496.87832926664043,304.3749039473812,21.00354305702307,4.00620264531068,0.0025278016775938496,0,9.075248941637415,0.4112757713384206,2.4875466965330943,2.076270925194674,294.1735430570231,0.8556070264768257,0.4444919441066013,0.9965569917332822,0.973577610046042,36.03743429743384,5.534803588893455,180.6748846529394,-426.2423309016344,315.3855028003904,2451410.6348423683,0.15278561604295876,0.06723315744325148,0.0,0.0,0.0,0.0,0.0,213.82222394730016,213.82222394730016,101.56327885309022,294.91328578282406
17.5,17.5,301.35921120210173,301.016300991639,20.24405604954603,4.593790565105756,0.0024109986489172517,0,7.914441418598665,0.39227180590100624,2.3738416767668085,1.9815698708658023,293.41405604954605,0.7213013052566533,0.46626381355353785,0.9995713939695858,0.9727347648967177,35.785313635945165,4.905100895039717,203.86940480903257,-415.48659822676325,150.7258086227253,2453203.783667022,0.1466630263217493,0.06718401392812658,0.0,0.0,0.0,0.0,0.0,171.8064890846227,171.8064890846227,-21.0806804618974,293.28015304022824
18.5,18.5,98.94292650391611,286.9111021555001,16.983234973123995,3.63231946358631,0.002202182028487658,0,10.009385650496721,0.35829714032628773,1.9356716016336275,1.5773744613073397,290.15323497312403,0.3971711697387962,0.5630201340111545,0.9797398222043897,0.9720386131490208,35.66184531205997,3.194384416851027,313.0493608486182,-402.98369262891396,-29.002815149967688,2460902.5822284543,0.12267842082295952,0.06697383243068886,0.0,0.0,0.0,0.0,0.0,84.40097696458528,84.40097696458528,-113.40379211455297,289.2422306396195
