2010,1,1,0.3656,0.62351,0.51552,0.36565,0.6,0.51537,0.28,0.40429,0.84486,0.67763,0.60173,0.09984,0.22085,0.27857,0.18194
2010,1,2,0.48157,0.59694,0.52,0.43974,0.52,0.62464,0.20033,0.32345,0.34946,0.4636,0.77415,0.14973,0.19989,0.27951,0.11324
2010,1,3,0.4,0.46282,0.56,0.4315,0.63966,0.8,0.16,0.36247,0.59928,0.49296,1.1024,0.06988,0.16,0.30242,0.07101
2010,1,4,0.44,0.47823,0.56022,0.34901,0.64,0.44075,0.24,0.39714,0.69715,0.56649,0.5253,0.22224,0.16,0.24147,0.10815
2010,1,5,0.44743,0.52571,0.4356,0.34488,0.44,0.52,0.21865,0.32951,0.25002,0.74137,0.61194,0.14191,0.1818,0.24901,0.14625
2010,1,6,0.38371,0.29228,0.33398,0.2598,0.48629,0.68748,0.12,0.28633,0.19434,0.73096,0.91878,0.18064,0.24,0.41387,0.16187
2010,1,7,0.24,0.27003,0.44732,0.33538,0.80093,0.66823,0.07998,0.33512,0.2023,0.57378,0.99977,0.24118,0.2059,0.48533,0.31898
2010,1,8,0.27865,0.29018,0.41476,0.36043,0.76078,0.63389,0.04,0.29378,0.22737,0.55258,0.97583,0.17707,0.21912,0.64802,0.32521
2010,1,9,0.28,0.29224,0.44134,0.31495,0.85805,0.65653,0.04,0.36302,0.21497,0.55778,1.07301,0.18462,0.26648,0.54464,0.24278
2010,1,10,0.37814,0.32098,0.44,0.23886,0.94653,0.85785,0.08,0.2038,0.45995,0.41116,1.30779,0.26372,0.41839,0.71143,0.27138
2010,1,11,0.37367,0.31041,0.66577,0.28905,1.37744,1.17485,0.08,0.39386,0.56722,0.45943,1.25398,0.08025,0.61484,0.74374,0.31534
2010,1,12,0.5197,0.39518,0.42785,0.41004,0.88359,0.79193,0.08,0.29976,0.64818,0.83627,1.04916,0.12471,0.2386,0.86381,0.31781
2010,1,13,0.46544,0.56685,0.45561,0.29984,0.68659,0.69686,0.31729,0.34901,0.62721,0.80591,0.76306,0.30555,0.23979,0.90871,0.43744
2010,1,14,0.46641,0.59003,0.65216,0.41415,0.97597,0.7743,0.32,0.50797,0.53072,0.83604,0.95479,0.37155,0.28178,0.77678,0.37756
2010,1,15,0.63448,0.44834,0.75899,0.56003,1.08857,1.08427,0.29466,0.6135,0.29489,0.61045,1.4413,0.35716,0.24917,0.62423,0.44707
2010,1,16,0.59929,0.49439,0.81685,0.45743,1.43936,1.60317,0.27706,0.594,0.44533,0.72565,1.90432,0.1333,0.2295,0.51934,0.2171
