Total Hour, Hour,SW_in,LW_down,Ta,um,q,p,ra,e,esat(T),D,Tk,gR,gD,gT,gSM,SMlast,gs,rs,Lu,Rn,lambda,delta,psyc,Cinterim,Cactual,Dcanopy,C/S,lambda*EI (C=Cactual),Cfinal,lambda*ET,lambda*Etotal,H,Tsurface,SMnew
33.5,9.5,815.3059047139755,284.9939442423784,16.53080450201015,2.844240141791068,0.00229254838729026,0,20.996146356802523,0.37299983407359216,1.880857962005593,1.5078581279320007,289.6808045020101,0.9636180397595431,0.5802866412703171,1.165959774899494,0.9816550215888635,40.0,9.600220627399805,0.10416427276118209,,,,,,,,,,,,,,,,
34.5,10.5,916.5140484190015,295.6386407316782,19.014652430408887,3.2511319692809,0.0026282470832714195,0,18.368396870751063,0.42761833573483543,2.1994028053570327,1.7717844696221974,292.16465243040886,0.9850452483425146,0.5157073517550792,1.0417673784795567,0.9816550215888635,40.0,7.792564551967852,0.12832745796728376,,,,,,,,,,,,,,,,
35.5,11.5,968.9032386939596,306.82300695831015,21.553185999255252,3.557649201413313,0.0026890238135408714,0,16.785826513534385,0.4375067683767463,2.5727770098544327,2.1352702414776865,294.70318599925525,0.9946793266924668,0.4311002369450136,0.9148407000372373,0.9816550215888635,40.0,5.776396316712099,0.17311831549833753,,,,,,,,,,,,,,,,
36.5,12.5,968.9032386939596,304.80715998141864,21.100832702472907,4.249976307194474,0.00269289315368506,0,14.051391813607447,0.4381363137506882,2.502450648830812,2.0643143350801236,294.2508327024729,0.9946793266924668,0.44722197893673055,0.9374583648763548,0.9816550215888635,40.0,6.140565537665388,0.16285144973474136,,,,,,,,,,,,,,,,
37.5,13.5,916.5140484190015,312.27562660655417,22.76567701408462,4.167542170606992,0.0023816635876860526,0,14.32932885769462,0.3874989631412034,2.7698654007471992,2.3823664376059956,295.9156770140846,0.9850452483425146,0.37645123067255754,0.854216149295769,0.9816550215888635,40.0,4.664260854843979,0.21439624221734277,,,,,,,,,,,,,,,,
38.5,14.5,815.3059047139755,307.9907934177501,21.814216893936297,4.560704240854497,0.0024620539877522303,0,13.094048448918757,0.40057855877898024,2.6141395585591485,2.213560999780168,294.9642168939363,0.9636180397595431,0.41353396676269616,0.9017891553031859,0.9816550215888635,40.0,5.291408236185055,0.18898560749131874,,,,,,,,,,,,,,,,
39.5,15.5,672.1759755206294,308.66369860603356,21.964291912152447,3.916111344874105,0.0025416161896225768,0,15.249332062303207,0.4135234057713903,2.6381822359655427,2.2246588301941523,295.11429191215245,0.924826174148243,0.4110627704348507,0.8942854043923774,0.9816550215888635,40.0,5.006042723554541,0.19975858282127285,,,,,,,,,,,,,,,,
40.5,16.5,496.87832926664043,303.51349994824284,20.8093538806747,4.465188770432687,0.0023426340050028624,0,13.37414504989701,0.38114881238953324,2.4580303359552094,2.0768815235656763,293.95935388067466,0.8556070264768257,0.44435267266097866,0.9520323059662673,0.9816550215888635,40.0,5.329714880789814,0.1876272975885362,,,,,,,,,,,,,,,,
41.5,17.5,301.35921120210173,295.9653544924746,19.089819907087158,4.00839556684887,0.002470877757681094,0,14.898250757692646,0.4020141946580816,2.209736815821144,1.8077226211630624,292.2398199070871,0.7213013052566533,0.5071185157291682,1.0380090046456445,0.9816550215888635,40.0,5.590845080053783,0.17886383644713336,,,,,,,,,,,,,,,,
42.5,18.5,98.94292650391611,292.47416227404483,18.28335296152627,3.524443434701774,0.0026507409301951604,0,16.943975239594437,0.4312781063275727,2.10104977018532,1.6697716638577473,291.4333529615262,0.3971711697387962,0.5403547099746947,1.0783323519236887,0.9816550215888635,40.0,3.4076850103215763,0.2934543530200381,,,,,,,,,,,,,,,,
43.5,19.5,0.0,279.9411917873236,15.327369826055989,3.8223772348328646,0.002209920488585735,0,15.623283266427581,0.3595561952489974,1.7416224819210897,1.3820662866720923,288.47736982605596,0.0001,0.6119976871860239,1.2261315086972018,0.9816550215888635,40.0,0.0011049356484376682,905.0300815381939,,,,,,,,,,,,,,,,
44.5,20.5,0.0,277.7170815652063,14.792476050186812,3.4967227311988336,0.0022650030131659187,0,17.078300706577323,0.3685181751324614,1.68269491937634,1.3141767442438788,287.94247605018677,0.0001,0.6293618893042466,1.2528761974906615,0.9816550215888635,40.0,0.0011610709280461926,861.2738256075046,,,,,,,,,,,,,,,,
45.5,21.5,0.0,270.5389254484087,13.04392838310694,3.352931671597327,0.002515476704623529,0,17.810706611414037,0.4092704863471079,1.5020802033265352,1.0928097169794273,286.19392838310694,0.0001,0.6871978453602843,1.3403035808446533,0.9816550215888635,40.0,0.0013562355330597677,737.3350539960608,,,,,,,,,,,,,,,,
46.5,22.5,0.0,271.19695242752493,13.205657785012761,3.216158519794919,0.002221848649734662,0,18.568140196878726,0.36149691857419264,1.5180395304704244,1.1565426118962319,286.35565778501274,0.0001,0.6703556435973602,1.3322171107493632,0.9816550215888635,40.0,0.0013150141588009678,760.4480859063918,,,,,,,,,,,,,,,,
47.5,23.5,0.0,269.1887779309227,12.711164163002934,3.027559771396015,0.0020398191109232675,0,19.724823554318096,0.3318805370183837,1.469705887229737,1.1378253502113533,285.8611641630029,0.0001,0.6752859015092028,1.3569417918498545,0.9816550215888635,40.0,0.0013492705851336384,741.1411847394235,,,,,,,,,,,,,,,,
48.5,0.5,0.0,269.4312808439805,12.771024743809054,2.436243468225368,0.0024133223142253734,0,24.512362196065098,0.39264986848811545,1.4754840661216853,1.0828341976335698,285.921024743809,0.0001,0.6898479694182241,1.3539487628095486,0.9816550215888635,40.0,0.0013753263748684365,727.1001402090176,,,,,,,,,,,,,,,,
49.5,1.5,0.0,270.2339248349845,12.968865468641798,2.399144936881654,0.0019896238081950506,0,24.89140250465986,0.32371371284459666,1.494723233062109,1.1710095202175124,286.1188654686418,0.0001,0.6665540799255846,1.3440567265679106,0.9816550215888635,40.0,0.0013191772145105041,758.0482659951502,,,,,,,,,,,,,,,,
50.5,2.5,0.0,266.6130069227198,12.072838700492092,2.3537394932111977,0.0023101744263735215,0,25.37157678799232,0.37586760763504884,1.409314537856278,1.033446930221229,285.22283870049205,0.0001,0.7030240310161726,1.3888580649753977,0.9816550215888635,40.0,0.0014377328212590594,695.5395225131429,,,,,,,,,,,,,,,,
51.5,3.5,0.0,264.6069464952386,11.57248695346099,2.2053008499927875,0.0022135677700360953,0,27.079335815398316,0.36014961145924895,1.3635116764779582,1.0033620650187092,284.722486953461,0.0001,0.7110958192761098,1.4138756523269507,0.9816550215888635,40.0,0.0014804355067615073,675.476908945211,,,,,,,,,,,,,,,,
52.5,4.5,0.0,263.40855743133085,11.272225792250687,2.2234237489960123,0.0020329185791369254,0,26.858614925699047,0.3307578138402843,1.336657832523505,1.0059000186832208,284.4222257922507,0.0001,0.7104135563684024,1.4288887103874657,0.9816550215888635,40.0,0.0014947198316544144,669.0216981286459,,,,,,,,,,,,,,,,
53.5,5.5,98.94292650391611,268.074486960634,12.435586191483255,2.2453594917737276,0.0020143520646349433,0,26.59622323718131,0.32773702402099075,1.4433605781589256,1.115623554137935,285.58558619148323,0.3971711697387962,0.6811512712560538,1.3707206904258384,0.9816550215888635,40.0,5.460349071486629,0.1831384746484241,,,,,,,,,,,,,,,,
54.5,6.5,301.35921120210173,267.9357275612061,12.401209153201679,2.260071552614055,0.002247545613063168,0,26.42309365022829,0.36567783929580805,1.4401033978095383,1.0744255585137303,285.5512091532017,0.7213013052566533,0.6920847688712481,1.372439542339916,0.9816550215888635,40.0,10.088332405057178,0.09912441024432445,,,,,,,,,,,,,,,,
55.5,7.5,496.87832926664043,276.95175650995805,14.60767406755427,2.49193905613823,0.002157301727100465,0,23.964503523406158,0.35099507199769625,1.6627462618000952,1.311751189802399,287.75767406755426,0.8556070264768257,0.6299855172256756,1.2621162966222867,0.9816550215888635,40.0,10.017386582770559,0.09982643594088239,,,,,,,,,,,,,,,,
56.5,8.5,672.1759755206294,285.4967635568821,16.64968522388355,2.675134421613198,0.002352553856774757,0,22.323394969784722,0.38276278184180934,1.8951274288457813,1.512364647003972,289.79968522388356,0.924826174148243,0.579161743054422,1.160015738805822,0.9816550215888635,40.0,9.14900810379542,0.10930146619775699,,,,,,,,,,,,,,,,
57.5,9.5,815.3059047139755,285.3265165499953,16.609451607053543,2.8367384928688355,0.0022030475518719913,0,21.05166988111909,0.3584379618158288,1.8902875346555352,1.5318495728397064,289.7594516070535,0.9636180397595431,0.5743068803005849,1.1620274196473246,0.9816550215888635,40.0,9.469247512839306,0.10560501229312096,,,,,,,,,,,,,,,,
58.5,10.5,916.5140484190015,297.7971779755203,19.51012124625015,3.158289178444259,0.0026710642342164144,0,18.908364281055018,0.4345847274963041,2.268306306274572,1.8337215787782677,292.6601212462501,0.9850452483425146,0.500935637056136,1.0169939376874937,0.9816550215888635,40.0,7.38935659150288,0.13532977974698276,,,,,,,,,,,,,,,,
59.5,11.5,968.9032386939596,302.6545605543676,20.615308296292266,3.395745487015724,0.002740797583566191,0,17.58614787806725,0.44593041070240924,2.4288420351427473,1.9829116244403382,293.76530829629223,0.9946793266924668,0.465952962993288,0.9617345851853885,0.9816550215888635,40.0,6.5634254263001,0.1523594670540372,,,,,,,,,,,,,,,,
60.5,12.5,968.9032386939596,305.38925105790725,21.231682974752307,3.793873037256316,0.0025872752341493436,0,15.74066440929859,0.42095217635998966,2.522618831568534,2.1016666552085446,294.38168297475227,0.9946793266924668,0.4387113887136708,0.9309158512623867,0.9816550215888635,40.0,5.981671753219245,0.16717734460467765,,,,,,,,,,,,,,,,
61.5,13.5,916.5140484190015,313.5318734009459,23.042773243408593,3.568117701843538,0.0025008982365817647,0,16.736578577574253,0.406898555533882,2.8167141431005924,2.4098155875667104,296.19277324340857,0.9850452483425146,0.37052362677253015,0.8403613378295717,0.9816550215888635,40.0,4.51635739814954,0.22141737507525955,,,,,,,,,,,,,,,,
62.5,14.5,815.3059047139755,310.0711596557123,22.277399994209162,4.418511329224515,0.0024768513273818044,0,13.515430388501242,0.402986100210673,2.688966178497105,2.285980078286432,295.42739999420917,0.9636180397595431,0.39749250941419184,0.8786300002895416,0.9816550215888635,40.0,4.955529322129506,0.20179479022238472,,,,,,,,,,,,,,,,
63.5,15.5,672.1759755206294,309.7701342822326,22.21052271650924,4.757052491266888,0.0024435554218028284,0,12.55358909757038,0.3975688242547367,2.6780480308750323,2.2804792066202957,295.3605227165092,0.924826174148243,0.3987040063922924,0.8819738641745404,0.9816550215888635,40.0,4.78868841243489,0.20882544736117692,,,,,,,,,,,,,,,,
64.5,16.5,496.87832926664043,306.61024802912254,21.505548587233932,4.617397152577954,0.0025045565094923617,0,12.933278277264199,0.40749376006531673,2.5652904786486443,2.1577967185833278,294.6555485872339,0.8556070264768257,0.426022054290769,0.9172225706383046,0.9816550215888635,40.0,4.923016704470012,0.20312748463599925,,,,,,,,,,,,,,,,
65.5,17.5,301.35921120210173,302.19121137441846,20.51046013782469,4.579395833377743,0.0024482511668393638,0,13.040602835787233,0.3983328265018386,2.4131972346536172,2.014864408151779,293.66046013782466,0.7213013052566533,0.4585705197789035,0.9669769931087672,0.9816550215888635,40.0,4.709655520607293,0.21232975440018034,,,,,,,,,,,,,,,,
66.5,18.5,98.94292650391611,294.2108597905655,18.685427992810574,3.7594745955475357,0.0023422794620276254,0,15.884688344925655,0.38109112790545935,2.154637596134191,1.7735464682287316,291.83542799281054,0.3971711697387962,0.515285108678145,1.0582286003594732,0.9816550215888635,40.0,3.189003194634959,0.31357760998244116,,,,,,,,,,,,,,,,
67.5,19.5,0.0,280.6987996248313,15.508845081571225,3.7261586267129028,0.0024467320076731287,0,16.026714982775548,0.39808565784006533,1.7620220022515374,1.363936344411472,288.6588450815712,0.0001,0.616617666946202,1.21705774592144,0.9816550215888635,40.0,0.001105038222042487,904.9460734051889,,,,,,,,,,,,,,,,
68.5,20.5,0.0,279.46766715232815,15.213755922750888,3.2332063040515204,0.0022521357133047245,0,18.470235634548125,0.36642465303285876,1.728956870226639,1.3625322171937801,288.36375592275084,0.0001,0.6169759961364385,1.231812203862458,0.9816550215888635,40.0,0.0011190846064909193,893.5874858789011,,,,,,,,,,,,,,,,
69.5,21.5,0.0,270.7066590520543,13.085181821436354,3.241539695610614,0.002470150096201909,0,18.42275211739736,0.40189580343349385,1.5061370021639058,1.104241198730412,286.23518182143636,0.0001,0.6841655758642615,1.3382409089281821,0.9816550215888635,40.0,0.0013481731452232475,741.7444884903173,,,,,,,,,,,,,,,,
70.5,22.5,0.0,274.33235656137043,13.972258002205361,3.459172445856794,0.002422984839255018,0,17.263690442049242,0.3942219706312023,1.5957291765343444,1.2015072059031422,287.12225800220534,0.0001,0.6585660595386417,1.2938870998897327,0.9816550215888635,40.0,0.0012547172804165596,796.9922910984419,,,,,,,,,,,,,,,,
71.5,23.5,0.0,269.96337109596044,12.902226986097729,3.1318871756089495,0.0020105106997727468,0,19.067762962861753,0.32711203025241475,1.4882184733043886,1.161106443051974,286.0522269860977,0.0001,0.6691555172528834,1.3473886506951145,0.9816550215888635,40.0,0.001327608730111245,753.2339742268842,,,,,,,,,,,,,,,,
72.5,0.5,0.0,270.6615497283964,13.074089240809876,2.4257701426999523,0.002163855958740475,0,24.618194955796625,0.35206145180793585,1.5050452308255768,1.152983779017641,286.22408924080986,0.0001,0.6712920401404624,1.338795537959507,0.9816550215888635,40.0,0.0013233536067962792,755.6559296505117,,,,,,,,,,,,,,,,
73.5,1.5,0.0,269.2539222641866,12.72724867408195,2.3804149381566377,0.0024108894741035106,0,25.08725740781266,0.39225404305349726,1.471256525984054,1.0790024829305567,285.87724867408195,0.0001,0.6908669185455548,1.3561375662959023,0.9816550215888635,40.0,0.0013795844657385073,724.8559438255842,,,,,,,,,,,,,,,,
74.5,2.5,0.0,268.8878222322496,12.636818547570414,2.2952107098494414,0.002017928253494188,0,26.018562058232703,0.32831887339808974,1.4625571740892314,1.1342383006911416,285.7868185475704,0.0001,0.6762322756201593,1.360659072621479,0.9816550215888635,40.0,0.0013548629557238524,738.0820294593836,,,,,,,,,,,,,,,,
75.5,3.5,0.0,262.1924706007945,10.96648120389908,2.19146023253813,0.0020006578087643704,0,27.250360925679708,0.3255089553809555,1.3097922074634825,0.984283252082527,284.11648120389907,0.0001,0.7162324984969372,1.4441759398050464,0.9816550215888635,40.0,0.0015230854866543062,656.5619650126503,,,,,,,,,,,,,,,,
76.5,4.5,0.0,266.04282607321755,11.93091217873374,2.2135114177891833,0.0022325229780664514,0,26.9788905586868,0.3632336420905545,1.3961871009180562,1.0329534588275018,285.08091217873374,0.0001,0.7031561522539272,1.395954391063313,0.9816550215888635,40.0,0.0014453504490017004,691.8737256356735,,,,,,,,,,,,,,,,
77.5,5.5,98.94292650391611,264.9316644440777,11.653670673181065,2.2593023141135813,0.002170716344443497,0,26.432090082804134,0.3531776431795529,1.3708532480224696,1.0176756048429167,284.80367067318105,0.3971711697387962,0.7072511984103801,1.4098164663409478,0.9816550215888635,40.0,5.831283261407068,0.17148883962098996,,,,,,,,,,,,,,,,
78.5,6.5,301.35921120210173,264.9578475160948,11.660213530461613,2.2593896378584306,0.0023392376860066496,0,26.431068501996844,0.38059622801265747,1.3714464382020757,0.9908502101894182,284.81021353046157,0.7213013052566533,0.7144628841134644,1.4094893234769217,0.9816550215888635,40.0,10.695678316873057,0.09349570643148847,,,,,,,,,,,,,,,,
79.5,7.5,496.87832926664043,273.8096329543133,13.844911143689524,2.4880843750347448,0.0022867356086020774,0,24.001630688309792,0.3720540893738428,1.582586797560546,1.2105327081867032,286.9949111436895,0.8556070264768257,0.656208857900889,1.300254442815526,0.9816550215888635,40.0,10.749664967076335,0.09302615505346092,,,,,,,,,,,,,,,,
80.5,8.5,672.1759755206294,281.0032625877028,15.581671813722693,2.7292727578848806,0.002115190374485631,0,21.880584166024533,0.3441435143053792,1.7702671176666902,1.426123603361311,288.73167181372264,0.924826174148243,0.6008227958772983,1.213416409313868,0.9816550215888635,40.0,9.928108843012707,0.10072411733316047,,,,,,,,,,,,,,,,
81.5,9.5,815.3059047139755,287.88562091428776,17.212343157247236,2.872552247392403,0.0025398744903183212,0,20.789206652428312,0.41324002961449213,1.9639588000187385,1.5507187704042464,290.3623431572472,0.9636180397595431,0.5696191828786935,1.1318828421376395,0.9816550215888635,40.0,9.148315977184607,0.10930973552880602,,,,,,,,,,,,,,,,
82.5,10.5,916.5140484190015,300.48861722106966,20.12415299065372,3.1484611774968387,0.002479222469234686,0,18.967387216893194,0.40337188727741197,2.356312447433995,1.9529405601565832,293.2741529906537,0.9850452483425146,0.4729128078305185,0.9862923504673149,0.9816550215888635,40.0,6.7653936727460025,0.14781105850919543,,,,,,,,,,,,,,,,
