Total Hour,Hour,SR_down,LW_down,Ta,wind_speed,q,precip,ra,e,e_sat,VPD,gR,gD,gT,Lambda,delta,psy_const,gSM,gS,rs,LW_up,Rn,Cinterim,Cactual,Dcanopy,lambdaEi,Cfinal,lambdaEt,lambdaET,H,Ts,SMlast,SMnew
10.5,10.5,917,295.7,19.03,3.29,2.69,0,69.5950137218598,0.4376655948553055,2.2015093442716647,1.7638437494163592,0.9851387645478962,0.5176117196039258,0.9984000000000002,2456070.17,0.13730729521882104,0.06710560601386158,0.5720135067145756,8.736422331866395,114.46333087086074,-438.0366140951617,563.7533859048383,0.0,0.0,0.0,0.0,0.0,346.2280500814599,346.2280500814599,217.52533582337838,304.3499199283142,8.667545087503196,8.160059187662942
11.5,11.5,969,301.2,20.28,3.28,2.67,0,69.80719364174352,0.434411575562701,2.379118666258807,1.944707090696106,0.9946963216424294,0.474830750859766,0.9994937499999998,2453118.92,0.14694803423283287,0.0671863381048066,0.5497332309065578,7.785431299707851,128.44503554190055,-454.11609013251854,593.2139098674814,0.0,0.0,0.0,0.0,0.0,360.859194448526,360.859194448526,232.35471541895544,306.4677855462911,8.160059187662942,7.630491261125286
12.5,12.5,969,306.7,21.53,3.88,2.59,0,59.01226678992751,0.42139549839228296,2.5691307972882296,2.1477352988959466,0.9946963216424294,0.42828783460729397,0.9927749999999996,2450167.67,0.15715526838350288,0.06726726468087714,0.525245883764399,6.664399069739428,150.05103829100364,-468.6671088920783,584.1628911079217,0.0,0.0,0.0,0.0,0.0,346.81252633503397,346.81252633503397,237.35036477288776,305.9413286211481,7.630491261125286,7.120924054728296
13.5,13.5,917,314.9,23.34,4.47,2.6,0,51.223175647632836,0.42302250803858527,2.867733857683608,2.4447113496450226,0.9851387645478962,0.36302927373755867,0.9691997500000002,2445894.26,0.17299305329432613,0.0673847924932037,0.5004269964727408,5.203724959662881,192.17003353397527,-473.53838536341755,547.4516146365825,0.0,0.0,0.0,0.0,0.0,312.608420460256,312.608420460256,234.84319417632645,306.16450299355944,7.120924054728296,6.660810004803292
14.5,14.5,815,312.5,22.83,3.65,2.37,0,62.73084798490925,0.3856012861736335,2.780679438038607,2.3950781518649733,0.9635467980295567,0.373702595094731,0.9775,2447098.37,0.16839996528800782,0.06735163538620559,0.4769039257289235,5.035792706297637,198.57846784468012,-472.59932425735707,467.450675742643,0.0,0.0,0.0,0.0,0.0,281.2980551919214,281.2980551919214,186.15262055072162,305.3720750100401,6.660810004803292,6.246983976758936
15.5,15.5,672,313.9,23.11,4.78,2.33,0,47.90117053240978,0.37909324758842444,2.8281839091579006,2.449090661569476,0.9247706422018349,0.36209202320132033,0.9731039999999994,2446437.29,0.17090874534705608,0.06736983524740911,0.45480269950120156,4.445867732010157,224.92796913412883,-470.84808857201557,360.49191142798446,0.0,0.0,0.0,0.0,0.0,225.94762907880653,225.94762907880653,134.54428234917793,301.45245612963885,6.246983976758936,5.914495803851915
16.5,16.5,497,304.4,21.0,4.01,2.53,0,57.0991509089573,0.41163344051446943,2.4870053972720654,2.075371956757596,0.8556671449067432,0.4446970156944393,0.9965777499999998,2451419.0,0.15275655991910123,0.06723292801859576,0.43637081283495904,4.964290729647251,201.4386454096852,-456.6126106507554,230.47738934924456,0.0,0.0,0.0,0.0,0.0,176.06828928351288,176.06828928351288,54.40910006573168,296.66336946161186,5.914495803851915,5.655932970888376
17.5,17.5,301,301.0,20.24,4.59,2.41,0,49.88400765684505,0.39210932475884247,2.3732468446120074,1.9811375198531649,0.7209580838323353,0.4663639929839074,0.9995797499999999,2453213.36,0.1466308943453605,0.0671837516694504,0.4216074161067751,4.250910619230623,235.24371354130966,-431.0174813252994,101.75251867470061,0.0,0.0,0.0,0.0,0.0,121.37102373552493,121.37102373552493,-19.61850506082432,292.6245605850208,5.655932970888376,5.4778254762153935
18.5,18.5,99,286.9,16.98,3.63,2.2,0,63.07647249171316,0.35794212218649524,1.9352747593150887,1.5773326371285936,0.39732441471571905,0.5630304671163917,0.9796937500000005,2460910.2199999997,0.1226563906999665,0.0669736245682372,0.41121352396031297,2.703685239848853,369.86553954627647,-406.08715290173836,-42.95715290173838,0.0,0.0,0.0,0.0,0.0,44.456431886787485,44.456431886787485,-87.41358478852587,285.72481153434984,5.4778254762153935,5.412791346367115
19.5,19.5,0,278.9,15.08,3.51,2.24,0,65.23293308972045,0.3644501607717042,1.7141493997997348,1.3496992390280305,0.0,0.6202544062992187,0.94359375,2465396.1199999996,0.11028355393651114,0.0668517630223325,0.4073719241314717,0.0001,1000000.0,-376.9801437417006,-98.08014374170062,0.0,0.0,0.0,0.0,0.0,0.01459860935893585,0.01459860935893585,-98.09474235105957,283.11431852242794,5.412791346367115,5.412770029308462
20.5,20.5,0,274.0,13.9,3.85,2.48,0,59.47210263504384,0.40349839228295825,1.588260344620149,1.1847619523371908,0.0,0.6629476374228932,0.9120877499999998,2468182.1,0.10314647165347368,0.06677630356788425,0.40737066082137974,0.0001,1000000.0,-352.5327030581941,-78.5327030581941,0.0,0.0,0.0,0.0,0.0,0.01489008687927285,0.01489008687927285,-78.54759314507338,283.32086034297265,5.412770029308462,5.412748311173173
21.5,21.5,0,276.2,14.42,3.51,2.08,0,65.23293308972045,0.3384180064308682,1.6427001557783878,1.3042821493475196,0.0,0.6319072667273367,0.9268297500000009,2466954.38,0.10624164982769861,0.06680953588222334,0.40736937373956583,0.0001,1000000.0,-346.56755204581646,-70.36755204581647,0.0,0.0,0.0,0.0,0.0,0.017022289238943878,0.017022289238943878,-70.3845743350554,283.90506494582854,5.412748311173173,5.412723470729524
22.5,22.5,0,272.6,13.56,2.99,2.04,0,76.57779101836748,0.3319099678456592,1.5535269659257016,1.2216169980800424,0.0,0.6533181952993908,0.9017177500000005,2468984.84,0.10116444756297643,0.06675459261646095,0.4073679016169699,0.0001,1000000.0,-348.50878864196557,-75.90878864196554,0.0,0.0,0.0,0.0,0.0,0.013989765346076951,0.013989765346076951,-75.92277840731163,282.06383200634923,5.412723470729524,5.412703072404501
23.5,23.5,0,269.8,12.86,3.1,2.19,0,73.86051456287701,0.35631511254019294,1.4841094597634428,1.12779434722325,0.0,0.677933617105408,0.8785477500000011,2470637.5399999996,0.09718565161645742,0.06670993802288701,0.4073666927455203,0.0001,1000000.0,-345.4494607569176,-75.64946075691756,0.0,0.0,0.0,0.0,0.0,0.012922189113151333,0.012922189113151333,-75.66238294603072,281.54484158183675,5.412703072404501,5.412684243304702
24.5,0.5,0,265.7,11.84,2.41,2.47,0,95.00730089000777,0.401871382636656,1.3878347618327382,0.9859633791960822,0.0,0.7157795945040022,0.8403997499999997,2473045.76,0.09162685817248681,0.06664497674738458,0.4073655768693014,0.0001,1000000.0,-339.7031414559145,-74.00314145591449,0.0,0.0,0.0,0.0,0.0,0.008765177432352285,0.008765177432352285,-74.01190663334684,279.3665586537953,5.412684243304702,5.412671483880972
25.5,1.5,0,271.0,13.15,2.34,2.05,0,97.84939963458066,0.3335369774919614,1.5125305494412045,1.178993571949243,0.0,0.6644594644228374,0.8884439999999998,2469952.85,0.09881753975381834,0.06672843053276017,0.40736482070144675,0.0001,1000000.0,-333.2752370193828,-62.275237019382814,0.0,0.0,0.0,0.0,0.0,0.012987714370263529,0.012987714370263529,-62.288224733753076,281.4284154812626,5.412671483880972,5.412652554057379
26.5,2.5,0,265.7,11.85,2.24,2.31,0,102.21767640398159,0.37583922829581995,1.3887513344053244,1.0129121061095043,0.0,0.7085298111837428,0.8407990000000015,2473022.15,0.0916800117532747,0.06664561300852806,0.4073636988524453,0.0001,1000000.0,-332.9954933040469,-67.29549330404689,0.0,0.0,0.0,0.0,0.0,0.009472155476815283,0.009472155476815283,-67.3049654595237,279.4984812239884,5.412652554057379,5.412638765357704
27.5,3.5,0,262.5,11.04,2.21,2.38,0,103.60524667190893,0.3872282958199357,1.3162085521216036,0.9289802563016679,0.0,0.7312001433307559,0.8068397500000016,2474934.56,0.0874587586385443,0.06659411518760239,0.40736288168348456,0.0001,1000000.0,-333.3055824962904,-70.80558249629041,0.0,0.0,0.0,0.0,0.0,0.007745337794152916,0.007745337794152916,-70.81332783408456,278.3218048315725,5.412638765357704,5.412627499113937
28.5,4.5,0,260.0,10.42,2.3,2.3,0,99.55112832387773,0.3742122186495177,1.2629534872576296,0.8887412686081119,0.0,0.7421637903453256,0.7786297500000015,2476398.38,0.08434069351565505,0.06655475084360943,0.40736221400368433,0.0001,1000000.0,-325.9683936660793,-65.9683936660793,0.0,0.0,0.0,0.0,0.0,0.008314256534849953,0.008314256534849953,-65.97670792261414,278.31864491946874,5.412627499113937,5.41261541247886
29.5,5.5,99,267.0,12.16,2.19,2.36,0,104.55141330818208,0.3839742765273311,1.4174301091044448,1.0334558325771137,0.39732441471571905,0.7030216475986916,0.8529277500000016,2472290.2399999998,0.09334085439365053,0.06666534313156453,0.407361497703586,2.911571289783742,343.457157827063,-323.2107007533366,20.019299246663408,0.0,0.0,0.0,0.0,0.0,37.42640385444634,37.42640385444634,-17.407104607782934,283.86936437022206,5.41261541247886,5.358117339519591
30.5,6.5,301,269.0,12.67,2.29,2.22,0,99.98584940826147,0.36119614147909973,1.465743960150906,1.104547818671806,0.7209580838323353,0.6840843114586758,0.8718360000000012,2471086.13,0.09612896954760887,0.06669782779704972,0.404122915260406,5.21301742181751,191.82748091629276,-336.4859593452756,164.2840406547244,0.0,0.0,0.0,0.0,0.0,101.64377192555577,101.64377192555577,62.64026872916864,290.8666378350129,5.358117339519591,5.210037685601579
31.5,7.5,497,272.3,13.47,2.49,2.29,0,91.95485748791917,0.37258520900321546,1.5444451675797828,1.1718599585765674,0.8556671449067432,0.6663308522047802,0.8988760000000013,2469197.33,0.10064525123912682,0.066748847962839,0.39523353361892144,6.076725291994817,164.56231801647368,-367.6599888671953,287.3300111328047,0.0,0.0,0.0,0.0,0.0,156.1703799880899,156.1703799880899,131.1596311447148,296.31966451583105,5.210037685601579,4.982346945324809
32.5,8.5,672,279.5,15.23,2.67,2.45,0,85.75565361232913,0.3986173633440515,1.7307627880140952,1.3321454246700437,0.9247706422018349,0.6247489718432139,0.9471000000000008,2465041.9699999997,0.1112201677426497,0.06686136754516113,0.381305599815736,6.259358972010455,159.76076855020318,-400.4193160291869,396.52068397081314,0.0,0.0,0.0,0.0,0.0,209.67482665039347,209.67482665039347,186.84585732041967,301.25972489287125,4.982346945324809,4.676133345261271
33.5,9.5,815,285.0,16.53,2.84,2.29,0,80.62239265666152,0.37258520900321546,1.8807617177491782,1.5081765087459629,0.9635467980295567,0.5802071430641195,0.9727750000000007,2461972.67,0.11962441606363945,0.06694472248971717,0.3620672874478109,5.907161270936552,169.28605029289386,-429.4841740345288,483.0658259654713,0.0,0.0,0.0,0.0,0.0,247.8934773982252,247.8934773982252,235.17234856724608,304.91694189213223,4.676133345261271,4.313653075066553
34.5,10.5,917,295.6,19.01,3.25,2.63,0,70.45156773689807,0.42790353697749195,2.198764581943671,1.7708610449661792,0.9851387645478962,0.5159286871663784,0.9983190000000001,2456117.3899999997,0.13715750787839048,0.06710431587735227,0.3385192791179269,5.1530111713061775,194.06129091439976,-454.6512434778361,547.038756522164,0.0,0.0,0.0,0.0,0.0,273.3196864798977,273.3196864798977,273.7190700422663,307.65679965646876,4.313653075066553,3.9130407609590296
35.5,11.5,969,306.8,21.55,3.56,2.69,0,64.31674020924684,0.4376655948553055,2.572275714252674,2.1346101193973688,0.9946963216424294,0.43124934021984707,0.9926039999999997,2450120.45,0.15732333089911263,0.06726856109070802,0.3114815811219731,3.978767866833155,251.3340897155521,-474.1025738002652,578.8274261997349,0.0,0.0,0.0,0.0,0.0,271.64483483208403,271.64483483208403,307.18259136765084,310.57645384457055,3.9130407609590296,3.5139087895510515
36.5,12.5,969,304.8,21.1,4.25,2.69,0,53.87472826939265,0.4376655948553055,2.5023227554890153,2.06465716063371,0.9946963216424294,0.44714362631361615,0.9959677499999998,2451182.9,0.15357844313412952,0.06723940395081004,0.2834448131404428,3.766800343001658,265.4773040620273,-491.8744207328579,559.0555792671421,0.0,0.0,0.0,0.0,0.0,241.97926850053855,241.97926850053855,317.07631076660357,307.97990143035844,3.5139087895510515,3.158519003418838
37.5,13.5,917,312.3,22.77,4.17,2.38,0,54.908296197822246,0.3872282958199357,2.770591032278506,2.3833627364585706,0.9851387645478962,0.3762355806444653,0.978391,2447240.03,0.1678664332775221,0.06734773669521009,0.25752125370552414,2.8015866212894993,356.940596589416,-492.8896395102897,525.5003604897104,0.0,0.0,0.0,0.0,0.0,211.43165477252234,211.43165477252234,314.06870571718804,309.78038196132076,3.158519003418838,2.847493542961214
38.5,14.5,815,308.0,21.81,4.56,2.46,0,50.21219191774535,0.4002443729903537,2.6134667674963095,2.213222394505956,0.9635467980295567,0.41360943886998236,0.9901989999999998,2449506.59,0.15952200055741428,0.06728541896693489,0.23406539671555804,2.771049002979106,360.874166759562,-490.33032069403635,445.2196793059637,0.0,0.0,0.0,0.0,0.0,177.28702334015497,177.28702334015497,267.93265596580875,305.7774268994024,2.847493542961214,2.5869376879044785
39.5,15.5,672,308.7,21.96,3.92,2.54,0,58.410100802275196,0.41326045016077173,2.6374919792382325,2.2242315290774606,0.9247706422018349,0.4111578325771226,0.98865775,2449152.44,0.1608022303826652,0.06729514850877066,0.2138462552574636,2.411634463688227,414.656538980892,-483.47301938923323,342.6669806107668,0.0,0.0,0.0,0.0,0.0,145.28777584355515,145.28777584355515,197.37920476721166,304.38283449042586,2.5869376879044785,2.373379730263917
40.5,16.5,497,303.5,20.81,4.47,2.34,0,51.223175647632836,0.38072025723472674,2.4581280349513706,2.077407777716644,0.8556671449067432,0.44423265066442486,0.9975989999999999,2451867.59,0.1512052227811199,0.06722062718338637,0.19687676287362488,2.2396855707322003,446.4912454979468,-466.633562052779,219.556437947221,0.0,0.0,0.0,0.0,0.0,104.09572701097875,104.09572701097875,115.46071093624226,298.7266386381012,2.373379730263917,2.220539251125513
41.5,17.5,301,296.0,19.09,4.01,2.47,0,57.0991509089573,0.401871382636656,2.2097616258819137,1.8078902432452577,0.7209580838323353,0.5070785708245125,0.998631,2455928.51,0.13775748862642118,0.06710947672105408,0.1845075034493151,2.0208105667614173,494.8509357819796,-445.6566719724675,82.1133280275325,0.0,0.0,0.0,0.0,0.0,64.54469135590315,64.54469135590315,17.56863667162935,293.0651061698553,2.220539251125513,2.125927014680059
42.5,18.5,99,292.5,18.28,3.52,2.65,0,65.04761225707918,0.4311575562700965,2.1006078438537785,1.669450287583682,0.39732441471571905,0.5404329827033612,0.9939937500000003,2457840.92,0.13178415775560182,0.06705725982071209,0.17675533187221337,1.131786554332604,883.5588266814882,-413.1433036790157,-44.41330367901567,0.0,0.0,0.0,0.0,0.0,23.54283007263097,23.54283007263097,-67.95613375164663,287.90231162467813,2.125927014680059,2.091443827598337
43.5,19.5,0,279.9,15.33,3.82,2.21,0,59.93916103270126,0.3595691318327975,1.7419166529648429,1.3823475211320453,0.0,0.6119261197268804,0.949375,2464805.8699999996,0.11184832406451779,0.06686777209371789,0.1739116216900506,0.0001,1000000.0,-383.7068227400921,-103.80682274009212,0.0,0.0,0.0,0.0,0.0,0.015348141176074871,0.015348141176074871,-103.82217088126819,283.5055668029302,2.091443827598337,2.0914214106977176
44.5,20.5,0,277.7,14.79,3.5,2.27,0,65.41931289854823,0.3693311897106109,1.6824262583139002,1.3130950686032894,0.0,0.6296399684634053,0.9364960000000009,2466080.8099999996,0.10849176022838163,0.0668332021003067,0.17390976985386697,0.0001,1000000.0,-359.0259419939659,-81.3259419939659,0.0,0.0,0.0,0.0,0.0,0.015841142887476567,0.015841142887476567,-81.34178313685338,283.6892405534911,2.0914214106977176,2.091398285699476
45.5,21.5,0,270.5,13.04,3.35,2.52,0,68.34853586415485,0.41000643086816724,1.5016943929164366,1.0916879620482693,0.0,0.6874956651743223,0.8847397500000013,2470212.5599999996,0.09819582369130904,0.06672141492569289,0.1739078595181459,0.0001,1000000.0,-348.4303199878395,-77.93031998783948,0.0,0.0,0.0,0.0,0.0,0.012545572550367996,0.012545572550367996,-77.94286556038985,281.93445947229975,2.091398285699476,2.0913800022278783
46.5,22.5,0,271.2,13.21,3.22,2.22,0,71.1079488027698,0.36119614147909973,1.5184700605013797,1.15727391902228,0.0,0.6701632824094946,0.8904389999999998,2469811.19,0.09915806735592915,0.06673225784940184,0.17390634913354663,0.0001,1000000.0,-344.60546015226953,-73.40546015226954,0.0,0.0,0.0,0.0,0.0,0.01384955139547931,0.01384955139547931,-73.41930970366502,282.1900012716451,2.0913800022278783,2.0913598151037673
47.5,23.5,0,269.2,12.71,3.03,2.04,0,75.56686308413161,0.3319099678456592,1.4695937109724109,1.1376837431267517,0.0,0.6753232525482102,0.8732639999999998,2470991.69,0.09635061223789901,0.06670037695287354,0.1739046814863574,0.0001,1000000.0,-340.94705362730286,-71.74705362730288,0.0,0.0,0.0,0.0,0.0,0.013418112266396616,0.013418112266396616,-71.76047173956927,281.5278673642672,2.0913598151037673,2.0913402661897202
48.5,0.5,0,269.4,12.77,2.44,2.41,0,93.83917833808147,0.39210932475884247,1.4753849828467724,1.08327565808793,0.0,0.6897306098437165,0.8753909999999999,2470850.03,0.09668389199576238,0.06670420105198292,0.17390306655814125,0.0001,1000000.0,-339.9675625214141,-70.56756252141412,0.0,0.0,0.0,0.0,0.0,0.010634212625220078,0.010634212625220078,-70.57819673403934,280.6245480380214,2.0913402661897202,2.0913247722645583
49.5,1.5,0,270.2,12.97,2.4,1.99,0,95.40316464371615,0.32377491961414795,1.4948341934243479,1.1710592738102,0.0,0.6665410195730291,0.8823510000000014,2470377.83,0.09780192216640617,0.06671695121649387,0.17390178660874345,0.0001,1000000.0,-336.2093089540765,-66.00930895407652,0.0,0.0,0.0,0.0,0.0,0.012635806850385583,0.012635806850385583,-66.0219447609269,281.0848210129094,2.0913247722645583,2.091306358520673
50.5,2.5,0,266.6,12.07,2.35,2.31,0,97.4330192106037,0.37583922829581995,1.4090509146703718,1.033211686374552,0.0,0.7030870136713705,0.8494560000000004,2472502.73,0.09285605521831418,0.06665961382797665,0.1739002654512507,0.0001,1000000.0,-335.14681938830296,-68.54681938830294,0.0,0.0,0.0,0.0,0.0,0.010006898300527076,0.010006898300527076,-68.55682628660347,279.87904319248094,2.091306358520673,2.091291788330944
51.5,3.5,0,264.6,11.57,2.21,2.21,0,103.60524667190893,0.3595691318327975,1.3632873237120555,1.003718191879258,0.0,0.7110000690585458,0.8294310000000005,2473683.23,0.09020160287632664,0.06662780228752976,0.17389906180738657,0.0001,1000000.0,-333.3790194666726,-68.7790194666726,0.0,0.0,0.0,0.0,0.0,0.009120966894415551,0.009120966894415551,-68.78814043356701,279.02020107888376,2.091291788330944,2.0912785144079042
52.5,4.5,0,263.4,11.27,2.22,2.03,0,103.13855637158501,0.3302829581993569,1.336460516852367,1.0061775586530102,0.0,0.7103389618047277,0.8168159999999999,2474391.53,0.08864018674019801,0.06660872993305875,0.17389796524663148,0.0001,1000000.0,-328.4936086444056,-65.0936086444056,0.0,0.0,0.0,0.0,0.0,0.009885021788009497,0.009885021788009497,-65.10349366619361,279.0509677032096,2.0912785144079042,2.0912641326586923
53.5,5.5,99,268.1,12.44,2.25,2.01,0,101.7633756199639,0.3270289389067524,1.4437792491244752,1.1167503102177228,0.39732441471571905,0.6808531486152154,0.8634697500000006,2471629.16,0.09486293009745109,0.06668317393148818,0.17389677716654817,1.2185928287419607,820.6186483407838,-326.54650153253704,17.78349846746299,0.0,0.0,0.0,0.0,0.0,21.966181969155855,21.966181969155855,-4.182683501692864,285.2683889178226,2.0912641326586923,2.059269747591249
54.5,6.5,301,267.9,12.4,2.26,2.25,0,101.31309519686673,0.3660771704180064,1.4399889496967868,1.0739117792787805,0.7209580838323353,0.692221527445215,0.8619877499999997,2471723.5999999996,0.09464420525868417,0.06668062609040025,0.17124947802770318,2.210073525598627,452.47363421048954,-341.6667107236582,158.0032892763418,0.0,0.0,0.0,0.0,0.0,61.337111557997304,61.337111557997304,96.6661777183445,293.4300547881571,2.059269747591249,1.9699338681228526
55.5,7.5,497,277.0,14.61,2.49,2.16,0,91.95485748791917,0.3514340836012862,1.662996042550035,1.3115619589487488,0.8556671449067432,0.6300341792738022,0.9318790000000007,2466505.79,0.10739210472354896,0.0668216867110691,0.1638125927802646,2.4688632276265605,405.0447140246603,-378.01928478028594,281.67071521971405,0.0,0.0,0.0,0.0,0.0,102.48801208367351,102.48801208367351,179.18270313604054,301.00379788856634,1.9699338681228526,1.8203470133110402
56.5,8.5,672,285.5,16.65,2.68,2.35,0,85.43566983019356,0.38234726688102894,1.895165337530265,1.512818070649236,0.9247706422018349,0.5790486040934593,0.9747189999999999,2461689.35,0.1204266552355287,0.06695242727130375,0.151210306526272,2.3677243113600364,422.34646795749353,-420.7495239295445,382.19047607045553,0.0,0.0,0.0,0.0,0.0,131.35560588837012,131.35560588837012,250.8348701820854,307.0193717050507,1.8203470133110402,1.6282512148715935
57.5,9.5,815,285.3,16.61,2.84,2.2,0,80.62239265666152,0.35794212218649524,1.8903534306024494,1.5324113084159543,0.9635467980295567,0.5741671322613628,0.9740790000000004,2461783.7899999996,0.1201587364801746,0.06694985881372549,0.1347478004562448,2.1784533316226513,459.0412773521001,-460.3860873372196,452.4639126627805,0.0,0.0,0.0,0.0,0.0,137.3395036912247,137.3395036912247,315.1244089715558,310.17027908394385,1.6282512148715935,1.4274122072801068
58.5,10.5,917,297.8,19.51,3.16,2.67,0,72.45809972940465,0.434411575562701,2.268289216576538,1.8338776410138369,0.9851387645478962,0.5008986010507511,0.9997440000000001,2454936.89,0.14094397659627686,0.0671365841793261,0.11719448161828583,1.7344606478196138,576.5481051744226,-488.57262823706145,515.3173717629386,0.0,0.0,0.0,0.0,0.0,140.33180096067025,140.33180096067025,374.98557080226834,314.4865489179516,1.4274122072801068,1.221625050177908
59.5,11.5,969,302.7,20.62,3.4,2.74,0,67.34341033674083,0.4458006430868168,2.4295441700251548,1.9837435269383379,0.9946963216424294,0.46576026646265567,0.9984397499999998,2452316.18,0.14966722724045,0.06720833084843815,0.09883926216315009,1.3715939499911727,729.0787481283625,-512.7162060594012,536.1137939405987,0.0,0.0,0.0,0.0,0.0,123.81467062919806,123.81467062919806,412.29912331140065,316.0739902749125,1.221625050177908,1.0398651213806707
60.5,12.5,969,305.4,21.23,3.79,2.59,0,60.413613494701515,0.42139549839228296,2.5223585327583193,2.1009630343660364,0.9946963216424294,0.4388712162133051,0.9950999999999998,2450875.9699999997,0.1546524768043747,0.06724782452798622,0.08231000826527013,1.0726751911190247,932.2486511101191,-532.2434820967468,519.2865179032532,0.0,0.0,0.0,0.0,0.0,98.15740697207197,98.15740697207197,421.12911093118123,314.8190493817476,1.0398651213806707,0.8956853793517588
